ROWS_SITE_ID,HYDRO_SITE_ID,HYDSTRA_SITE_ID,PARENT_ID,STORAGES_PARENT,SHORT_NAME,LONG_NAME,DATA_ENTRY,DATA_ENTRY_PARAMS,DATA_ENTRY_SEQ,OPS_REACH,OPS_REACH_SEQ,RATING,CAPACITY,PARAMS2HYDRO_OBS,PARAMS2HYDRO_FCST,PARAMS2HYDRO_CALC,TO_MDBC_OPS,DOWNSTREAM_SITE,FSL,FSV,SURL,SURV,OPT,OPC,OPT_SENSOR_2,LATITUDE,LONGITUDE,GAUGEZ,ELEVATION,CEASE_TO_FLOW,CATCHMENT,STATION_TYPE,MODEL_TYPE,EWSRC_ID,H_TIMESTEP,Q_TIMESTEP,V_TIMESTEP,DEAD_STORAGE,R_WEEKLY,R_FLOW_SAL,R_STORAGE,R_FLOW_LEVEL,R_RIVER_SAL,FL_MAJOR,FL_MODERATE,FL_MINOR,SMS_CMD,SMS_NO,V_H_HMAX,V_H_HMIN,V_H_SMAX,V_H_SMIN,V_H_ROR,V_H_ROF,V_H_SRD,V_H_SRT,V_Q_HMAX,V_Q_HMIN,V_Q_SMAX,V_Q_SMIN,V_Q_ROR,V_Q_ROF,V_Q_SRD,V_Q_SRT,V_WT_HMAX,V_WT_HMIN,V_WT_SMAX,V_WT_SMIN,V_WT_ROR,V_WT_ROF,V_WT_SRD,V_WT_SRT,V_AT_HMAX,V_AT_HMIN,V_AT_SMAX,V_AT_SMIN,V_AT_ROR,V_AT_ROF,V_AT_SRD,V_AT_SRT,V_EC_HMAX,V_EC_HMIN,V_EC_SMAXR,V_EC_SMIN,V_EC_ROR,V_EC_ROF,V_EC_SRD,V_EC_SRT,V_DO_HMAX,V_DO_HMIN,V_DO_SMAX,V_DO_SMIN,V_DO_ROR,V_DO_ROF,V_DO_SRD,V_DO_SRT,SO_H_MAX,SO_H_MIN,SO_H_WL1,SO_Q_MAX,SO_Q_MIN,SO_Q_WL1,H_OBS,Q_OBS,P_OBS,WT_OBS,AT_OBS,EC_OBS,DO_OBS,EVAP_OBS,pH_OBS,H_PREFERRED,Q_PREFERRED,P_PREFERRED,V_PREFERRED,EC_PREFERRED,WT_PREFERRED,AT_PREFERRED,DO_PREFERRED,EVAP_PREFERRED,pH_PREFERRED,THRESHOLD,SOURCE_PARAMS,SOURCE_SEQ,EWSRC_Q_SEQ,EWSRC_QORD_SEQ,EWSRC_H_SEQ,EWSRC_V_SEQ,EWSRC_P_SEQ,EWSRC_E_SEQ,EWSRC_EC_SEQ,FLOOD_OPS,FLOOD_OPS_PARAMS,DAILY_FLOOD
R_409216A,YARRAUS,409216A,,,YARRAWONGA WEIR (HG),MURRAY RIVER @ YARRAWONGA WEIR (HEAD GAUGE),Yarrawonga,P;H;V;,YAR_01,MIDOPS;,MD_49;,,Y,H;P;V;,H,,yarrawonga,R_409025,124.90,117790.00,125.15,129675.00,Y,SWC;GMW,,-36.00891578,146.00061280,0.000,129.000,124.900,Murray,Storage,,Y,,,,,murray_weirs,,,,,,,,cvals,61458221418,125.19,123.72,,,1.66e-05,1.66e-05,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600.00,1800.00,,Y,,Y,,,,,,,OPT,OPT,OPT,Capacity,OPT,OPT,OPT,OPT,OPC,,HumeToYarrawonga,H;V;P;,196,,,EWS_OH_006,EWS_OV_006,EWS_OP_013,,,Yarrawonga,P_obs;H_obs;V_obs;,
R_409219,TORRUS,409219,,,TORRUMBARRY WEIR(HG),MURRAY RIVER AT TORRUMBARRY WEIR (LOCK NO.26),KP_Sites;Torrumbarry;,H;V;EC;WT;P;,TOR_01;KPS_01;,,,,Y,EC;H;P;V;WT,H;QI.natural,,torrumbarry;KP_Sites;,R_409207B,86.05,36809.00,,,Y,GMW,,-35.94415200,144.46702400,,115.916,,,Storage,,Y,,,,,murray_weirs,,,,,,,,,,86.50,83.32,,,5.0e-06,5.0e-06,1.0e-03,86400.00,,,,,,,,,35.00,7.00,30.00,0.00,1.1e-03,1.1e-03,,,,,,,,,,,150.00,50.00,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPC,OPC,OPC,Capacity,OPT,OPT,OPT,OPT,OPC,,YarrawongaToEuston,H;V;P;,197,,,EWS_OH_007,EWS_OV_007,EWS_OP_028,,EWS_OEC_034,,,
R_409222A,PIANTA,409222A,,,Murray @ Pianta Road,MURRAY RIVER @ D/S CAMPASPE R (PIANTA ROAD),Torrumbarry,H;,TOR_07,,,,,H;,,,torrumbarry,,,,,,Y,BOM,,-36.09430152,144.68362310,0.000,0.000,0.000,Murray,River,,,,,,,,,,,,,,,cvals,61458026756,93.60,84.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_409700A,,409700A,,,YARRAWONGA @ 8 MILE,YARRAWONGA MAIN CHANNEL @ MEAS. WEIR @ 8 MILE 38 CHAIN,,QORD;Q;,,,,Y,,Q;QDIV;,QDIV.irrig,,yarrawonga,,,,,,,,,-35.99571564,145.87439085,127.349,0.000,0.000,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_409701D,TORRDIV,409701D,,,Nat Channel U/S,NATIONAL CHANNEL @ U/S TORRUMBARRY HEADWORKS,Torrumbarry,H;,TOR_10,,,,,H;,H;,,torrumbarry,,,,,,Y,GMW,Y,-35.99178889,144.51328330,0.000,100.000,0.000,Murray,River,,,,,,,,,,,,,,,,,88.25,85.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_409701E,NATDS,409701E,,,Nat Channel D/S,NATIONAL CHANNEL @ D/S TORRUMBARRY HEADWORKS,Torrumbarry,H;Q;QORD;,TOR_11,,,,,H;QDIV;QORD;,QDIV;QORD;,,torrumbarry,,,,,,Y,GMW,,-35.99262778,144.50850830,0.000,92.000,0.000,,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,YarrawongaToEuston,Q;QORD;,198,EWS_PQ_016,EWS_OQORD_005,,,,,,,,
R_409710A,YMCESC,409710A,,,YMC Escape to Murray,YARRAWONGA MAIN CHANNEL ESCAPE @ MURRAY VALLEY HIGHWAY,Yarrawonga;,H;Q;,YAR_12;,,,,,H;Q;,QRTN.irrig,,yarrawonga;,,,,,,Y,,,-35.99841864,145.82335550,0.000,0.000,0.100,,River,,Y,,8am_to_8am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,199,EWS_PQ_094,,,,,,,Yarrawonga,H_obs;Q_obs;,
R_409722A,YWCANAL,409722A,,,YARRAWONGA @ Offtake,YARRAWONGA MAIN CHANNEL @ Offtake ADCP,Yarrawonga,QORD;Q;,YAR_10,,,,,Q;QDIV;,QDIV.irrig,,yarrawonga,,,,,,Y,GMW,,-35.99571564,145.87439085,127.349,0.000,0.000,,River,,Y,,8am_to_8am,,,,,,,,,,,,,122.80,124.41,122.50,124.00,,,,,3500.00,0.00,3000.00,50.00,0.33,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,HumeToYarrawonga,Q;QORD;,200,EWS_PQ_011,EWS_OQORD_004,,,,,,,,
R_410000,,MURRUMBIDGEEV,,R_SOUTHBASIN,Murrumbidgee Valley Summary,Murrumbidgee valley catchment,SStorage,V;%Full;active;dead;cap;,SBS_05,,,,,V;,,,SStorage,,,,,,,,,-34.86978200,146.76826500,,0.000,,,Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410001,WAGGA,410001,,,Wagga Wagga,MURRUMBIDGEE RIVER AT WAGGA WAGGA,Leeton,H;Q;WT;EC;,LEE_01,MIDOPS;,MD_40;,Y,,H;Q;WT;EC;,,,,,,,,,Y,,,-35.10060000,147.36740000,170.050,169.800,0.000,Murrumbidgee,River,,Y,,,,,,,,,,,,,RQ,61429550122,10.74,0.00,,,,,1.0e-03,86400.00,,,,,,,,,30.00,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_085,,,
R_410004,GUNDAGI,410004,,,Gundagai,MURRUMBIDGEE RIVER AT GUNDAGAI,Leeton,H;Q;WT;EC;,LEE_02,,,Y,,H;Q;WT;EC;,,,,,,,,,Y,,,-35.07500000,148.10740000,207.129,207.129,0.000,Murrumbidgee,River,,Y,,,,,,,,,,,,,RQ,61437686652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_086,,,
R_410005,,410005,,,M/BIDGEE NARRANDERA,MURRUMBIDGEE RIVER AT NARRANDERA,,,,,,,,,,,,,,,,,,,,-34.75540000,146.54890000,137.391,138.040,0.650,Murrumbidgee,River,,,,,,,,,,,,,,,RQ,61400481965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410006,,410006,,,TUMUT @ TUMUT,TUMUT RIVER AT TUMUT,,,,,,,,,,,,,,,,,Y,,Y,-35.30270000,148.23420000,260.830,260.540,-0.590,Murrumbidgee,River,,,,,,,,,,,,,,,,,3.26,-0.16,,,,,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410008,,410008,,,M/BIDGEE D/S B/JUCK,MURRUMBIDGEE RIVER AT D/S BURRINJUCK DAM,,,,,,,,,,,,,,,,,Y,,,-35.00100000,148.57430000,290.400,298.648,0.450,Murrumbidgee,River,,,,,,,,,,,,,,,,,13.12,-0.28,,,3.3e-04,3.3e-04,1.0e-03,86400.00,,,,,,,,,22.20,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410017,CONARGO,410017,,,Puckawidgee,BILLABONG CREEK AT CONARGO (PUCKAWIDGEE),Leeton,H;Q;,LEE_13,,,Y,,Q;H;,,,,,,,,,Y,,,-35.28590000,145.20910000,90.580,90.939,0.370,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,RQ,61400413950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_048,,,,,,,,,
R_410021,DARLPT,410021,,,Darlington Point,MURRUMBIDGEE RIVER AT DARLINGTON POINT,Leeton,H;Q;,LEE_08,EDWOPS;,EW_20;,Y,,Q;H;,,,,,,,,,Y,,,-34.56640000,146.00270000,117.864,126.000,-0.500,Murrumbidgee,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_051,,,,,,,,,
R_410040,MAUDE,410040,,,Maude Weir D/S,MURRUMBIDGEE RIVER AT D/S MAUDE WEIR,Leeton,H;Q;WT;DO;DO%;,LEE_10,,,Y,,H;Q;WT;DO;DO%;,,,,,,,,,Y,SWC,,-34.47760000,144.30090000,69.353,76.777,0.200,Murrumbidgee,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,Y,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_053,,,,,,,,,
R_410041,REDBANK,410041,,,Redbank Weir D/S,MURRUMBIDGEE RIVER AT D/S REDBANK WEIR,Leeton,H;Q;WT;DO;DO%;,LEE_11,,,Y,,H;Q;WT;DO;DO%;,,,,,,,,,Y,SWC,,-34.37980000,143.78170000,61.300,67.000,-0.480,Murrumbidgee,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_054,,,,,,,,,
R_410091,WALBUND,410091,,,Walbundrie,BILLABONG CREEK AT WALBUNDRIE,Leeton,H;Q;WT;EC;,LEE_03,EDWOPS;,EW_19;,Y,,H;Q;WT;EC;,,,,,,,,,Y,,,-35.69270000,146.72180000,167.095,167.442,0.347,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_087,,,
R_410102,BLOWERI,410102,,R_410000,Blowering Dam,TUMUT RIVER AT BLOWERING DAM - STORAGE GAUGE,SStorage;Leeton,H;P;EVAP;V;%Full;active;dead;cap;,LEE_16;SBS_04;,,,,Y,H;V;P;EVAP;,,,SStorage;Leeton,R_410006,,1631000.00,,,Y,SWC,,-35.40120000,148.24290000,0.000,0.051,0.000,Murrumbidgee,Storage,,Y,,,,24000.00,major_state_storages,,,,,,,,,,380.51,305.66,,,,,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,OPC,OPT,OPC,Capacity,OPC,OPT,OPT,OPT,OPC,,,,,,,,EWS_OV_038,EWS_OP_027,,,,,
R_41010309,,41010309,,,FOREST CK. @ O/T,FOREST CREEK AT OFFTAKE,,,,,,Y,,,,,,,,,,,,,,-35.32400000,145.29400000,,47.481,,Murrumbidgee;Billabong,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_41010810,,41010810,,,WANGANELLA,BILLABONG CREEK AT WANGANELLA,,,,,,Y,,,,,,,,,,,,,,-35.21230000,144.81650000,80.473,80.661,0.188,Murrumbidgee;Billabong,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_41010941,MAUDEUS,41010941,,,Maude Weir,MURRUMBIDGEE RIVER AT MAUDE WEIR - STORAGE GAUGE,Leeton,H;,LEE_17,ST_FLOOD;,ST_25;,,,H;,,,,,,,,,Y,SWC,,-34.47630000,144.30470000,70.410,85.000,70.410,Murrumbidgee,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPC,,,,,,,EWS_OH_014,,,,,,,
R_41010966,REDBNUS,41010966,,,Redbank Weir,MURRUMBIDGEE RIVER AT REDBANK WEIR - STORAGE GAUGE,Leeton,H;,LEE_18,ST_FLOOD;,ST_02;,,,H;,,,,,,,,,Y,SWC,,-34.37790000,143.78270000,62.309,67.000,0.000,Murrumbidgee,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPC,,,,,,,EWS_OH_015,,,,,,,
R_410130,BALRAN,410130,,,Balranald Weir D/S,MURRUMBIDGEE RIVER AT D/S BALRANALD WEIR,Leeton;EWN;,H;Q;WT;EC;DO;DO%;Q.ivt;Q.env;Q.credit;Q.wenv;,LEE_12;EWN_07,,,Y,,H;Q;WT;EC;DO;DO%;Q.ivt;Q.env;Q.credit;Q.wenv;,Q;,,Leeton;EWN;,,,,,,Y,,,-34.66500000,143.49170000,54.253,67.000,0.028,Murrumbidgee,River,,Y,,,,,tributaries,obs_flow;fcst_flow;,,,,,,,RQ,61429550104,7.00,0.06,,,1.0e-04,1.0e-04,1.0e-03,86400.00,,,,,,,,,30.00,5.00,,,,,,,,,,,,,,,750.00,10.00,,,,,,,,,,,,,,,,,,,250.00,,Y,,,Y,,Y,Y,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,YarrawongaToEuston,Q;Q.credit;,201,EWS_PQ_109,,,,,,EWS_OEC_044,,,
R_410131,BURRINJ,410131,,R_410000,Burrinjuck Dam,MURRUMBIDGEE RIVER AT BURRINJUCK DAM - STORAGE GAUGE,SStorage;Leeton,P;EVAP;H;V;%Full;active;dead;cap;,LEE_15;SBS_03;,,,,Y,H;V;P;EVAP;,,,SStorage;Leeton,R_410008,,1028000.00,,,Y,SWC,,-35.00000000,148.59890000,0.000,351.688,301.110,Murrumbidgee,Storage,,Y,,,,3300.00,major_state_storages,,,,,,,,,,365.22,309.50,,,,,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,OPC,OPT,OPC,Capacity,OPC,OPT,OPT,OPT,OPC,,,,,,,,EWS_OV_037,EWS_OP_026,,,,,
R_410133,COLEAMB,410133,,,Coleambally Outfall Drain,COLEAMBALLY OUTFALL DRAIN AT NEAR BUNDY,Leeton,H;Q;WT;,LEE_14,,,Y,,H;Q;WT;,,,,,,,,,Y,,,-35.03410000,144.45640000,73.915,74.544,0.529,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,RQ,61429212696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_049,,,,,,,,,
R_410134,DARLOT,410134,,,DARLOT,BILLABONG CREEK AT DARLOT,Deniliquin,H;Q;EC;WT;,DEN_28,MIDOPS;,MD_48;,Y,,Q;EC;H;WT;,Q,,,,,,,,Y,,,-35.04420000,144.44640000,71.325,72.242,0.917,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,RQ,61429550133,5.85,-0.03,,,4.16e-05,4.16e-05,1.0e-03,86400.00,,,,,,,,,39.40,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,202,EWS_PQ_108,,,,,,EWS_OEC_066,,,
R_410136,HAYDS,410136,,,Hay Weir D/S,MURRUMBIDGEE RIVER AT D/S HAY WEIR,Leeton,H;Q;,LEE_09,,,Y,,Q;H;,,,,,,,,,Y,SWC,,-34.52470000,144.71110000,77.000,86.294,76.060,Murrumbidgee,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,Rated,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_052,,,,,,,,,
R_410148,WARRIST,410148,,,Warriston Weir,FOREST CREEK AT WARRISTON WEIR,Leeton,H;Q;WT;EC;,LEE_04,,,Y,,H;Q;WT;EC;,,,,,,,,,Y,,,-35.33860000,145.12060000,91.990,92.167,0.177,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_089,,,
R_410168,,410168,,,BILLABONG @ HARTWOOD,BILLABONG CREEK AT DOWNSTREAM HARTWOOD WEIR,,,,,,Y,,,,,,,,,,,,,,-35.31010000,145.28840000,91.966,92.476,0.510,Murrumbidgee;Billabong,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410169,YANCOBR,410169,,,Yanco Bridge,YANCO CREEK AT YANCO BRIDGE,Leeton,H;Q;WT;EC;,LEE_05,,,Y,,H;Q;WT;EC;,,,,,,,,,Y,,,-35.14838977,145.77312270,105.220,114.000,0.000,Murrumbidgee;Billabong,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_090,,,
R_410182,,410182,,,BILLABONG @ HILLVIEW,BILLABONG CREEK AT HILLVIEW,,,,,,Y,,,,,,,,,,,,,,-35.71700000,146.84620000,179.372,179.754,0.382,Murrumbidgee;Billabong,River,,,,,,,,,,,,,,,RQ,61407045979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_410183,,410183,,,BILLABONG @ PARKSIDE,BILLABONG CREEK AT PARKSIDE,,,,,,Y,,,,,,,,,,,,,,-35.69720000,146.88550000,183.845,183.383,0.538,Murrumbidgee;Billabong,River,,,,,,,,,,,,,,,RQ,61448204919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_412000,,LACHLANVALLEY,,R_WHOLEBASIN,Lachlan Valley Summary,Lachlan valley catchment,LachlanV;Whole_Basin,V;%Full;active;dead;cap;,LVS_03;WBS_02;,,,,,V;,,,LachlanV,,,,,,,,,-33.34488700,146.78829100,,0.000,,,Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_412010,10WYANG,412010,,R_412000,Wyangala Dam,WYANGALA DAM AT STORAGE GAUGE,LachlanV,H;V;%Full;active;dead;cap;,LVS_01,,,,,H;V;,,,LachlanV,,,1217000.00,,,,SWC,,-33.96880000,148.95170000,,394.670,,,Storage,,,,,,700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_412106,,412106,,R_412000,Carcoar Dam,BELUBULA RIVER AT CARCOAR DAM-STORAGE GAUGE,LachlanV,H;V;%Full;active;dead;cap;,LVS_02,,,,,H;V;,,,LachlanV,,,35800.00,,,,SWC,,-33.61790000,149.17760000,,852.960,,,Storage,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_413001,MCLIFF1,413001,,,MALLEE CLIFFS NO.1 (D/S),MURRAY RIVER AT MALLEE CLIFFS NO.1 (D/S),Leeton,WT;EC;,LEE_06,,,,,EC;WT;,,,,,,,,,Y,,,-34.32850000,142.35900000,0.000,35.000,0.000,Murray,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_093,,,
R_413002,MCLIFF2,413002,,,MALLEE CLIFFS NO.2 (U/S),MURRAY RIVER AT MALLEE CLIFFS NO.2 (U/S),Leeton,H;WT;EC;,LEE_07,,,,,EC;WT;H;,,,,,,,,,Y,,,-34.33980000,142.39830000,0.000,35.000,0.000,Murray,River,,Y,,,,,,,,,,,,,RQ,61427066489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_091,,,
R_41310025,REDCLIF2,41310025,,,Redcliffs,MURRAY RIVER AT REDCLIFFS PONTOON,Mildura,EC;WT;,MIL_09,ST_FLOOD;,ST_10;,,,EC;WT;,,,mildura,,,,,,,,,-34.24420000,142.24450000,0.000,35.000,0.000,,River,,Y,,,,,,obs_sal;fcst_sal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_047,,,
R_414200A,WAKJUNC,414200A,,,MURRAY BELOW WAKOOL,MURRAY RIVER @ BELOW WAKOOL JUNCTION,Deniliquin,H;Q;EC;WT;DO;DO%;,DEN_03,,,Y,,Q;EC;H;WT;DO;DO%;,Q,,,,,,,,Y,BOM,,-34.84530923,143.34180940,49.118,0.000,0.000,Murray,River,,Y,,,,,river_murray;salinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,YarrawongaToEuston,Q;,203,EWS_PQ_054,,,,,,EWS_OEC_043,,,
